1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
306	3	4	2	-5.883	-1.603	-3.178	1.628	-57.59	-38.11	47.5	-27.89	-41.94	-56.99	5.611	28.5	2.31	2.62	-0.9779	1.074	-8.784	21.8	-0.7822	1.135	-2.602	2.402	-0.5759	1.004	-1.889	2.134	-1.046	1.575	-2.934	0.4659	-1.331	2.317
306	3	4	2	-0.0525	-6.321	-3.149	1.642	-56.82	-39.13	59.65	-38.1	-43.21	-56.48	-3.24	38.51	1.135	3.122	-1	1.05	-3.54	17.95	-0.7788	1.14	-2.571	2.405	-0.5547	0.9812	-2.041	2.086	-1.12	1.685	-3.005	0.4798	-1.391	2.368
306	3	4	2	3.693	-10.18	-3.098	1.644	-56.23	-40.05	64.43	-44.75	-44.3	-56.02	-12.64	50.12	0.1173	3.599	-1.027	1.03	1.37	14.04	-0.7613	1.131	-2.521	2.391	-0.524	0.9478	-2.209	2.064	-1.203	1.817	-3.095	0.514	-1.471	2.454
306	3	4	2	4.549	-12.76	-3.029	1.636	-55.87	-40.82	60.88	-47.43	-45.16	-55.67	-22.04	62.47	-0.6843	3.984	-1.054	1.014	5.422	10.49	-0.7328	1.112	-2.458	2.363	-0.4876	0.9073	-2.381	2.068	-1.287	1.961	-3.198	0.5645	-1.564	2.567
306	3	4	2	2.549	-14.05	-2.945	1.617	-55.76	-41.41	52.34	-47.49	-45.75	-55.47	-28.66	71.59	-1.238	4.228	-1.079	1.002	8.268	7.603	-0.6966	1.085	-2.391	2.326	-0.4494	0.864	-2.543	2.094	-1.364	2.104	-3.305	0.6263	-1.661	2.698
306	3	4	2	-1.476	-14.35	-2.851	1.592	-55.88	-41.84	42.5	-46.47	-46.07	-55.45	-27.25	70.02	-1.538	4.3	-1.1	0.9945	9.789	5.501	-0.6565	1.054	-2.326	2.284	-0.4126	0.8219	-2.684	2.139	-1.427	2.236	-3.408	0.6934	-1.751	2.835
306	3	4	2	-6.432	-14.12	-2.755	1.562	-56.17	-42.13	33.32	-45.22	-46.15	-55.62	-17.54	57.29	-1.599	4.19	-1.113	0.9902	10.09	4.175	-0.6155	1.023	-2.268	2.242	-0.3796	0.7844	-2.796	2.198	-1.47	2.347	-3.497	0.7597	-1.827	2.967
306	3	4	2	-11.41	-13.74	-2.66	1.53	-56.57	-42.33	25.52	-44.17	-46.01	-55.97	-4.974	40.95	-1.455	3.908	-1.118	0.9892	9.434	3.523	-0.5762	0.9945	-2.22	2.203	-0.3517	0.7537	-2.872	2.266	-1.488	2.43	-3.566	0.8196	-1.88	3.083
306	3	4	2	-15.84	-13.47	-2.57	1.496	-56.99	-42.49	19.33	-43.48	-45.71	-56.46	7.141	25.56	-1.152	3.478	-1.114	0.9911	8.133	3.398	-0.54	0.9703	-2.184	2.17	-0.3294	0.731	-2.907	2.335	-1.48	2.48	-3.609	0.8683	-1.904	3.175
306	3	4	2	-19.39	-13.46	-2.489	1.462	-57.35	-42.66	14.75	-43.25	-45.3	-57.05	17.9	12.24	-0.7433	2.939	-1.102	0.9951	6.49	3.647	-0.5075	0.9518	-2.158	2.144	-0.3122	0.7164	-2.901	2.4	-1.444	2.496	-3.622	0.9029	-1.896	3.237
306	3	4	2	-21.98	-13.74	-2.417	1.427	-57.61	-42.87	11.68	-43.48	-44.84	-57.7	27.14	1.046	-0.2829	2.335	-1.082	1.001	4.747	4.13	-0.4787	0.9392	-2.141	2.127	-0.2992	0.709	-2.856	2.456	-1.383	2.48	-3.606	0.922	-1.855	3.265
306	3	4	2	-23.63	-14.27	-2.355	1.39	-57.75	-43.11	9.964	-44.1	-44.37	-58.36	34.85	-8.181	0.179	1.713	-1.058	1.007	3.083	4.73	-0.453	0.9322	-2.13	2.118	-0.2891	0.7075	-2.777	2.5	-1.301	2.436	-3.563	0.9261	-1.784	3.26
306	3	4	2	-24.48	-14.94	-2.302	1.351	-57.77	-43.35	9.343	-44.98	-43.94	-58.98	40.99	-15.6	0.6001	1.115	-1.029	1.015	1.614	5.355	-0.4301	0.9301	-2.123	2.116	-0.2809	0.7105	-2.67	2.531	-1.204	2.371	-3.497	0.9172	-1.686	3.226
306	3	4	2	-24.75	-15.61	-2.258	1.309	-57.74	-43.55	9.482	-45.93	-43.59	-59.53	45.45	-21.32	0.948	0.5762	-0.9996	1.022	0.4056	5.935	-0.4096	0.9318	-2.117	2.12	-0.2735	0.7164	-2.542	2.549	-1.098	2.291	-3.414	0.8986	-1.569	3.166
306	3	4	2	-24.72	-16.07	-2.224	1.266	-57.72	-43.63	9.945	-46.68	-43.34	-59.98	48.15	-25.44	1.201	0.1233	-0.9701	1.03	-0.5114	6.419	-0.3916	0.9368	-2.111	2.129	-0.2666	0.7241	-2.402	2.557	-0.9897	2.204	-3.321	0.8742	-1.439	3.089
306	3	4	2	-24.74	-16.12	-2.201	1.223	-57.8	-43.49	10.2	-46.91	-43.2	-60.32	49.05	-28.06	1.349	-0.229	-0.9423	1.038	-1.135	6.775	-0.3764	0.9441	-2.107	2.142	-0.2598	0.7326	-2.257	2.558	-0.8863	2.117	-3.226	0.8479	-1.305	3.003
306	3	4	2	-25.17	-15.52	-2.191	1.185	-58.06	-43.07	9.658	-46.25	-43.17	-60.55	48.23	-29.32	1.387	-0.4758	-0.9174	1.047	-1.483	6.982	-0.3644	0.9533	-2.104	2.158	-0.2534	0.7413	-2.115	2.556	-0.7938	2.036	-3.136	0.8232	-1.176	2.915
306	3	4	2	-26.35	-14.04	-2.198	1.155	-58.59	-42.29	7.789	-44.33	-43.26	-60.66	45.88	-29.42	1.32	-0.6203	-0.8961	1.057	-1.584	7.031	-0.356	0.9638	-2.105	2.176	-0.2473	0.7496	-1.982	2.555	-0.7172	1.966	-3.056	0.8025	-1.06	2.832
306	3	4	2	-28.51	-11.47	-2.223	1.135	-59.41	-41.1	4.216	-40.78	-43.45	-60.68	42.32	-28.59	1.157	-0.6709	-0.8785	1.068	-1.473	6.918	-0.3513	0.9752	-2.109	2.194	-0.2417	0.7571	-1.863	2.558	-0.6601	1.91	-2.992	0.787	-0.9626	2.759
306	3	4	2	-31.78	-7.618	-2.269	1.131	-60.55	-39.49	-1.245	-35.2	-43.74	-60.6	37.95	-27.1	0.9064	-0.6376	-0.8647	1.079	-1.189	6.645	-0.3498	0.9869	-2.118	2.21	-0.2366	0.7635	-1.762	2.566	-0.6241	1.868	-2.945	0.7766	-0.8889	2.701
306	3	4	2	-36.14	-2.344	-2.336	1.142	-61.93	-37.49	-8.713	-27.04	-44.11	-60.45	33.14	-25.18	0.5791	-0.5287	-0.854	1.092	-0.7737	6.22	-0.3511	0.9982	-2.13	2.224	-0.2318	0.7682	-1.679	2.58	-0.609	1.841	-2.918	0.7702	-0.8414	2.657
306	3	4	2	-41.46	4.466	-2.422	1.171	-63.47	-35.18	-18.57	-15.27	-44.54	-60.22	28.2	-23.03	0.1838	-0.3476	-0.8459	1.104	-0.2728	5.656	-0.3542	1.008	-2.146	2.233	-0.2274	0.771	-1.615	2.598	-0.6131	1.826	-2.91	0.7657	-0.8204	2.628
306	3	4	2	-47.47	12.8	-2.526	1.216	-64.98	-32.76	-32.2	2.561	-45.04	-59.91	23.39	-20.78	-0.2723	-0.09199	-0.8398	1.116	0.2655	4.977	-0.3584	1.017	-2.162	2.238	-0.2232	0.7715	-1.569	2.617	-0.6331	1.819	-2.917	0.7609	-0.8242	2.611
306	3	4	2	-53.58	22.14	-2.641	1.275	-66.25	-30.48	-55.13	34.66	-45.58	-59.52	18.83	-18.45	-0.7833	0.2457	-0.8355	1.128	0.7895	4.219	-0.3631	1.024	-2.178	2.236	-0.2195	0.77	-1.538	2.633	-0.6649	1.818	-2.937	0.7539	-0.8496	2.604
306	3	4	2	-58.01	30.33	-2.763	1.347	-67	-28.7	-96.57+69.36i	94.4-97.43i	-46.16	-59.05	14.58	-16.02	-1.342	0.6753	-0.8326	1.138	1.248	3.429	-0.3681	1.029	-2.19	2.229	-0.2166	0.7666	-1.518	2.644	-0.7042	1.818	-2.964	0.7434	-0.8922	2.601
306	3	4	2	-56.93	32.27	-2.884	1.426	-66.93	-27.82	-84.58+69.36i	81.1-97.43i	-46.77	-58.48	10.61	-13.39	-1.94	1.205	-0.8316	1.148	1.592	2.661	-0.3736	1.032	-2.199	2.217	-0.2152	0.7621	-1.506	2.646	-0.7472	1.815	-2.995	0.7293	-0.9473	2.599
306	3	4	2	-47.18	23.78	-2.998	1.508	-65.85	-28.18	-40.48	25.17	-47.38	-57.82	6.876	-10.39	-2.562	1.835	-0.8328	1.158	1.782	1.976	-0.3802	1.033	-2.201	2.201	-0.216	0.7574	-1.496	2.639	-0.7908	1.807	-3.024	0.7126	-1.011	2.595
306	3	4	2	-30.98	8.107	-3.099	1.587	-63.74	-29.89	-3.008	-18.52	-47.98	-57.08	3.273	-6.862	-3.183	2.557	-0.8369	1.169	1.794	1.43	-0.3885	1.034	-2.198	2.183	-0.2198	0.7533	-1.488	2.623	-0.8329	1.793	-3.049	0.695	-1.078	2.586
306	3	4	2	-12.37	-9.285	-3.179	1.657	-60.84	-32.77	26.02	-47.14	-48.52	-56.29	-0.3107	-2.588	-3.774	3.346	-0.8446	1.181	1.612	1.074	-0.3994	1.034	-2.189	2.164	-0.2273	0.751	-1.477	2.599	-0.8728	1.773	-3.066	0.679	-1.147	2.573
306	3	4	2	5.761	-25.49	-3.232	1.71	-57.59	-36.39	52.31	-69.71	-48.98	-55.5	-4.017	2.683	-4.294	4.163	-0.8563	1.196	1.238	0.947	-0.4133	1.033	-2.177	2.145	-0.239	0.7512	-1.464	2.57	-0.9103	1.748	-3.075	0.6671	-1.216	2.556
306	3	4	2	19.88	-38.7	-3.252	1.738	-54.51	-40.24	71.9	-86.65	-49.3	-54.76	-8.015	9.243	-4.7	4.954	-0.8723	1.214	0.6817	1.076	-0.4307	1.034	-2.162	2.128	-0.2547	0.7546	-1.447	2.539	-0.9459	1.719	-3.074	0.6619	-1.282	2.537
306	3	4	2	25.4	-47.12	-3.236	1.736	-52.07	-43.84	74.35	-94.74	-49.44	-54.15	-12.47	17.39	-4.947	5.654	-0.8923	1.235	-0.03871	1.472	-0.4515	1.035	-2.147	2.113	-0.2743	0.7614	-1.427	2.512	-0.9797	1.691	-3.064	0.665	-1.346	2.517
306	3	4	2	21.19	-50.43	-3.18	1.698	-50.57	-46.86	61.48	-95.16	-49.36	-53.73	-17.37	27.15	-4.992	6.193	-0.9156	1.259	-0.8966	2.127	-0.4755	1.039	-2.135	2.101	-0.2971	0.7718	-1.407	2.489	-1.012	1.666	-3.048	0.6772	-1.408	2.502
306	3	4	2	11.36	-50.38	-3.085	1.623	-50.16	-49.09	44.89	-92.74	-49.02	-53.59	-21.73	37.21	-4.803	6.499	-0.9408	1.287	-1.857	3.015	-0.502	1.044	-2.129	2.093	-0.322	0.7857	-1.386	2.474	-1.041	1.647	-3.026	0.6981	-1.465	2.492
306	3	4	2	0.05826	-48.68	-2.954	1.513	-50.78	-50.45	29.64	-89.67	-48.42	-53.77	-21.72	42.23	-4.361	6.514	-0.966	1.315	-2.873	4.084	-0.53	1.051	-2.129	2.089	-0.3475	0.8028	-1.368	2.468	-1.065	1.634	-3.002	0.726	-1.518	2.49
306	3	4	2	-10.77	-46.2	-2.794	1.377	-52.26	-50.97	16.56	-86.39	-47.56	-54.3	-11.9	34.6	-3.669	6.195	-0.9888	1.344	-3.887	5.265	-0.558	1.06	-2.138	2.09	-0.3719	0.8225	-1.352	2.469	-1.083	1.629	-2.976	0.7577	-1.563	2.496
306	3	4	2	-20.55	-43.21	-2.616	1.223	-54.4	-50.69	5.394	-82.89	-46.49	-55.16	5.89	16.85	-2.746	5.529	-1.007	1.369	-4.832	6.471	-0.5839	1.071	-2.152	2.096	-0.393	0.8438	-1.338	2.474	-1.09	1.63	-2.951	0.7892	-1.599	2.508
306	3	4	2	-29.21	-39.79	-2.432	1.066	-56.97	-49.69	-4.187	-79.1	-45.25	-56.34	25.84	-3.028	-1.634	4.533	-1.016	1.39	-5.638	7.613	-0.6058	1.084	-2.172	2.104	-0.4087	0.8658	-1.327	2.48	-1.085	1.635	-2.926	0.8156	-1.621	2.524
306	3	4	2	-36.83	-35.95	-2.256	0.92	-59.8	-48.03	-12.47	-74.94	-43.92	-57.75	45.01	-21.42	-0.3938	3.252	-1.016	1.403	-6.24	8.606	-0.6213	1.097	-2.194	2.115	-0.4174	0.8873	-1.317	2.482	-1.065	1.642	-2.901	0.8322	-1.628	2.539
306	3	4	2	-43.53	-31.68	-2.102	0.7971	-62.74	-45.75	-19.68	-70.37	-42.57	-59.32	61.93	-37.31	0.9058	1.756	-1.002	1.406	-6.596	9.393	-0.6287	1.11	-2.214	2.127	-0.4179	0.9071	-1.307	2.476	-1.03	1.649	-2.877	0.8353	-1.617	2.55
306	3	4	2	-49.41	-26.93	-1.983	0.7077	-65.72	-42.89	-25.97	-65.35	-41.29	-60.96	74.85	-50.17	2.191	0.1284	-0.9756	1.397	-6.689	9.951	-0.627	1.121	-2.231	2.14	-0.41	0.9241	-1.297	2.46	-0.9836	1.651	-2.852	0.823	-1.591	2.555
306	3	4	2	-54.56	-21.71	-1.908	0.6584	-68.7	-39.46	-31.45	-59.85	-40.15	-62.58	81.95	-59.46	3.391	-1.542	-0.9362	1.376	-6.539	10.29	-0.6164	1.129	-2.242	2.151	-0.3948	0.9376	-1.287	2.431	-0.9283	1.649	-2.828	0.7953	-1.551	2.551
306	3	4	2	-59.06	-16	-1.882	0.6514	-71.68	-35.46	-36.21	-53.87	-39.21	-64.12	82.77	-65.18	4.441	-3.169	-0.8862	1.342	-6.194	10.47	-0.5982	1.134	-2.246	2.16	-0.3744	0.947	-1.278	2.392	-0.8703	1.643	-2.805	0.7548	-1.502	2.541
306	3	4	2	-62.96	-9.822	-1.905	0.6848	-74.66	-30.89	-40.3	-47.43	-38.52	-65.49	78.83	-68.06	5.29	-4.675	-0.829	1.298	-5.717	10.55	-0.5752	1.135	-2.243	2.168	-0.3518	0.9523	-1.274	2.343	-0.8162	1.632	-2.783	0.7058	-1.452	2.525
306	3	4	2	-66.28	-3.216	-1.973	0.7531	-77.7	-25.75	-43.72	-40.58	-38.11	-66.66	72.31	-69.06	5.895	-5.993	-0.7691	1.245	-5.174	10.58	-0.5506	1.133	-2.234	2.174	-0.3305	0.9537	-1.275	2.291	-0.7727	1.621	-2.766	0.6542	-1.409	2.508
306	3	4	2	-69.01	3.699	-2.076	0.8482	-80.8	-20.08	-46.45	-33.46	-38.01	-67.56	64.76	-68.86	6.223	-7.068	-0.7114	1.188	-4.609	10.59	-0.5283	1.128	-2.221	2.179	-0.3137	0.9516	-1.283	2.238	-0.7452	1.61	-2.752	0.6063	-1.378	2.493
306	3	4	2	-71.05	10.7	-2.201	0.9606	-83.96	-13.99	-48.35	-26.34	-38.24	-68.17	57	-67.85	6.253	-7.855	-0.6604	1.129	-4.031	10.57	-0.5117	1.121	-2.206	2.182	-0.3043	0.9466	-1.299	2.19	-0.7375	1.603	-2.741	0.568	-1.365	2.484
306	3	4	2	-72.22	17.37	-2.337	1.081	-87.03	-7.738	-49.22	-19.64	-38.79	-68.47	49.35	-66.19	5.967	-8.318	-0.6202	1.07	-3.404	10.45	-0.5036	1.112	-2.189	2.186	-0.3038	0.9388	-1.322	2.152	-0.7512	1.601	-2.733	0.5443	-1.374	2.483
306	3	4	2	-72.2	23.12	-2.468	1.2	-89.72	-1.82	-48.76	-13.94	-39.66	-68.42	41.94	-63.98	5.357	-8.426	-0.5937	1.016	-2.649	10.1	-0.5052	1.103	-2.173	2.189	-0.3126	0.9282	-1.352	2.125	-0.7858	1.606	-2.725	0.5388	-1.405	2.49
306	3	4	2	-70.63	27.21	-2.584	1.311	-91.48	2.94	-46.69	-9.837	-40.85	-68.01	34.78	-61.23	4.42	-8.157	-0.5827	0.9663	-1.669	9.4	-0.5164	1.092	-2.156	2.19	-0.3296	0.914	-1.387	2.112	-0.8391	1.617	-2.717	0.5533	-1.457	2.506
306	3	4	2	-67.28	29.08	-2.678	1.408	-91.59	5.506	-43.01	-7.64	-42.32	-67.23	27.89	-57.97	3.162	-7.49	-0.5877	0.9231	-0.3817	8.213	-0.5351	1.08	-2.139	2.188	-0.3522	0.8953	-1.424	2.113	-0.9075	1.635	-2.708	0.5882	-1.526	2.53
306	3	4	2	-62.28	28.66	-2.745	1.488	-89.51	5.109	-38.09	-7.156	-44.06	-66.07	21.26	-54.2	1.601	-6.415	-0.6083	0.8867	1.239	6.489	-0.5581	1.066	-2.119	2.181	-0.377	0.8707	-1.46	2.129	-0.9869	1.658	-2.696	0.6421	-1.607	2.56
306	3	4	2	-56.16	26.45	-2.784	1.55	-85.28	1.798	-32.65	-7.741	-46.03	-64.52	14.88	-49.92	-0.232	-4.926	-0.6428	0.8572	3.13	4.277	-0.5808	1.049	-2.094	2.165	-0.4	0.8393	-1.495	2.159	-1.072	1.685	-2.682	0.7129	-1.696	2.596
306	3	4	2	-49.59	23.21	-2.795	1.592	-79.5	-3.579	-27.43	-8.633	-48.17	-62.6	8.79	-45.13	-2.289	-3.032	-0.6889	0.8352	5.134	1.731	-0.5986	1.027	-2.062	2.138	-0.4173	0.8005	-1.525	2.204	-1.159	1.716	-2.666	0.7975	-1.786	2.639
306	3	4	2	-43.08	19.6	-2.782	1.615	-72.99	-9.943	-22.97	-9.238	-50.42	-60.32	3.003	-39.85	-4.504	-0.7572	-0.7435	0.821	7.028	-0.9228	-0.607	1.001	-2.021	2.099	-0.4257	0.755	-1.548	2.262	-1.243	1.75	-2.651	0.8924	-1.873	2.687
306	3	4	2	-36.93	16.07	-2.748	1.619	-66.42	-16.43	-19.44	-9.243	-52.69	-57.73	-2.438	-34.07	-6.793	1.85	-0.803	0.8151	8.564	-3.431	-0.6029	0.9701	-1.971	2.048	-0.4232	0.7043	-1.562	2.334	-1.318	1.785	-2.637	0.9938	-1.952	2.743
306	3	4	2	-31.23	12.83	-2.697	1.608	-60.29	-22.48	-16.74	-8.588	-54.87	-54.92	-7.478	-27.85	-9.051	4.71	-0.8636	0.8181	9.52	-5.56	-0.5845	0.9353	-1.912	1.986	-0.4097	0.6514	-1.563	2.417	-1.379	1.819	-2.623	1.098	-2.018	2.805
306	3	4	2	-26	9.983	-2.636	1.583	-54.98	-27.76	-14.57	-7.385	-56.86	-52.01	-12.04	-21.24	-11.15	7.701	-0.9214	0.8299	9.742	-7.123	-0.5526	0.8984	-1.847	1.917	-0.3868	0.6001	-1.551	2.509	-1.423	1.849	-2.609	1.199	-2.066	2.872
306	3	4	2	-21.27	7.577	-2.568	1.548	-50.78	-32.1	-12.62	-5.847	-58.48	-49.15	-16.01	-14.37	-12.93	10.65	-0.9729	0.8498	9.165	-7.997	-0.5099	0.8619	-1.78	1.845	-0.3579	0.5546	-1.524	2.607	-1.444	1.871	-2.593	1.294	-2.092	2.94
306	3	4	2	-17.15	5.655	-2.499	1.508	-47.87	-35.41	-10.56	-4.228	-59.58	-46.58	-19.21	-7.436	-14.22	13.33	-1.015	0.8764	7.817	-8.122	-0.4609	0.8288	-1.719	1.776	-0.3278	0.5194	-1.48	2.703	-1.439	1.881	-2.573	1.376	-2.092	3.004
306	3	4	2	-13.77	4.264	-2.438	1.465	-46.3	-37.71	-8.162	-2.783	-59.98	-44.56	-21.4	-0.7753	-14.83	15.46	-1.046	0.9072	5.801	-7.484	-0.4118	0.802	-1.668	1.717	-0.3023	0.498	-1.421	2.79	-1.406	1.875	-2.547	1.439	-2.064	3.056
306	3	4	2	-11.31	3.44	-2.39	1.425	-45.97	-39.09	-5.273	-1.713	-59.51	-43.34	-22.24	5.154	-14.59	16.8	-1.064	0.9394	3.261	-6.108	-0.3691	0.7842	-1.637	1.673	-0.2868	0.493	-1.35	2.859	-1.344	1.849	-2.514	1.48	-2.006	3.088
306	3	4	2	-9.829	3.18	-2.362	1.39	-46.66	-39.69	-1.877	-1.121	-58.13	-43.09	-21.35	9.829	-13.42	17.15	-1.071	0.9692	0.3601	-4.04	-0.339	0.7772	-1.63	1.647	-0.2861	0.5052	-1.272	2.9	-1.258	1.801	-2.474	1.493	-1.921	3.094
306	3	4	2	-9.277	3.417	-2.359	1.362	-48.07	-39.71	1.926	-0.9816	-55.9	-43.84	-18.47	12.84	-11.4	16.48	-1.068	0.9933	-2.74	-1.345	-0.3265	0.7818	-1.651	1.644	-0.3033	0.5336	-1.195	2.907	-1.152	1.735	-2.429	1.477	-1.813	3.071
306	3	4	2	-9.438	4.019	-2.386	1.343	-49.89	-39.36	5.948	-1.155	-53.06	-45.42	-13.65	14.11	-8.74	14.94	-1.057	1.009	-5.886	1.892	-0.3344	0.7974	-1.7	1.664	-0.3393	0.5753	-1.128	2.876	-1.035	1.655	-2.384	1.435	-1.689	3.017
306	3	4	2	-10.02	4.814	-2.44	1.332	-51.84	-38.82	9.963	-1.44	-49.96	-47.55	-7.327	14.02	-5.778	12.83	-1.043	1.013	-8.925	5.551	-0.363	0.8226	-1.775	1.704	-0.3923	0.6263	-1.08	2.806	-0.9168	1.57	-2.346	1.37	-1.56	2.937
306	3	4	2	-10.73	5.629	-2.522	1.327	-53.72	-38.25	13.75	-1.647	-46.99	-49.89	-0.3456	13.26	-2.902	10.49	-1.028	1.007	-11.69	9.453	-0.4099	0.8546	-1.87	1.763	-0.4584	0.6815	-1.059	2.704	-0.8095	1.491	-2.32	1.291	-1.438	2.84
306	3	4	3	-0.9054	0.4192	-0.9973	0.0003953	-0.01799	0.007076	-0.8355	0.05042	-0.9778	0.3846	-0.5623	-0.14	-0.7532	-0.1052	-0.52	-0.1813	-0.6137	-0.113	-0.5817	-0.2158	-0.6717	-0.004262	-0.6665	-0.1018	-1.264	-0.125	-0.9977	0.2462	-0.7394	0.09565	-0.8844	0.05881
306	3	4	3	-0.8532	0.4202	-0.9465	0.02573	-0.0245	0.009638	-0.7907	0.06656	-0.5249	0.2065	-0.5192	-0.1256	-0.6702	-0.08601	-0.4796	-0.1722	-0.5478	-0.09844	-0.5257	-0.1955	-0.5945	0.001058	-0.6031	-0.08716	-1.124	-0.06349	-0.934	0.217	-0.6737	0.1105	-0.8369	0.06373
306	3	4	3	-0.7697	0.4069	-0.8629	0.05403	-0.02453	0.009651	-0.7186	0.08007	-0.05883	0.02314	-0.4609	-0.1085	-0.5721	-0.06555	-0.4245	-0.1579	-0.4691	-0.08251	-0.4564	-0.17	-0.5041	0.006853	-0.5236	-0.06959	-0.9574	-4.831e-05	-0.8435	0.1865	-0.5887	0.124	-0.7619	0.06984
306	3	4	3	-0.6593	0.3831	-0.7505	0.08241	-0.01988	0.007819	-0.6221	0.09103	0.4141	-0.1629	-0.3902	-0.08928	-0.464	-0.04522	-0.3576	-0.1398	-0.3806	-0.06599	-0.3777	-0.1412	-0.4043	0.01264	-0.4327	-0.05098	-0.7738	0.06038	-0.7317	0.1564	-0.4897	0.1345	-0.6651	0.07556
306	3	4	3	-0.5284	0.3527	-0.6155	0.1082	-0.01261	0.004962	-0.5056	0.09982	0.886	-0.3485	-0.311	-0.06853	-0.3512	-0.02611	-0.2826	-0.1191	-0.286	-0.0496	-0.2938	-0.1114	-0.2993	0.01794	-0.3353	-0.03306	-0.5829	0.1131	-0.6048	0.1275	-0.3824	0.1404	-0.5525	0.07939
306	3	4	3	-0.385	0.319	-0.4654	0.1293	-0.004674	0.001839	-0.3757	0.1069	1.345	-0.529	-0.2275	-0.04702	-0.2389	-0.009009	-0.2034	-0.09712	-0.1895	-0.03395	-0.2087	-0.08237	-0.1935	0.02236	-0.2365	-0.0172	-0.394	0.1542	-0.4688	0.1002	-0.2721	0.1407	-0.4302	0.08012
306	3	4	3	-0.2383	0.2846	-0.3087	0.144	0.002434	-0.0009574	-0.2399	0.1126	1.772	-0.6971	-0.1439	-0.02561	-0.1322	0.005603	-0.1244	-0.07495	-0.09561	-0.01947	-0.1262	-0.05546	-0.09138	0.02557	-0.1411	-0.004317	-0.2148	0.1812	-0.3297	0.0745	-0.1641	0.1348	-0.3039	0.07698
306	3	4	3	-0.09706	0.2508	-0.1544	0.1514	0.007762	-0.003053	-0.1062	0.1169	2.144	-0.8435	-0.06437	-0.005135	-0.03508	0.01752	-0.04956	-0.05346	-0.008358	-0.00641	-0.04938	-0.03165	0.003093	0.02738	-0.05273	0.005196	-0.05141	0.1928	-0.1928	0.05004	-0.06249	0.123	-0.179	0.06983
306	3	4	3	0.03064	0.2182	-0.01057	0.1513	0.01092	-0.004296	0.01768	0.1195	2.434	-0.9576	0.007894	0.01366	0.0495	0.02681	0.01793	-0.03322	0.06869	0.005227	0.01932	-0.01137	0.08669	0.02773	0.02568	0.01144	0.09208	0.1898	-0.0633	0.02654	0.02894	0.1061	-0.06003	0.05908
306	3	4	3	0.1385	0.1865	0.1158	0.1441	0.01198	-0.004714	0.1252	0.1198	2.615	-1.028	0.07058	0.0303	0.1198	0.03381	0.07567	-0.01452	0.133	0.01564	0.07848	0.005492	0.157	0.02673	0.09246	0.01499	0.2134	0.1741	0.05448	0.003752	0.1074	0.08549	0.04872	0.04566
306	3	4	3	0.2226	0.1546	0.2199	0.1307	0.01135	-0.004465	0.2115	0.1171	2.662	-1.047	0.1224	0.04463	0.1754	0.03913	0.1223	0.002714	0.1832	0.0252	0.1275	0.01948	0.2128	0.02461	0.1469	0.01674	0.3119	0.1489	0.1566	-0.01844	0.1711	0.06272	0.1438	0.03084
306	3	4	3	0.2814	0.1212	0.2994	0.1126	0.009592	-0.003773	0.2739	0.1103	2.561	-1.007	0.1631	0.05692	0.2173	0.0436	0.1577	0.01881	0.2193	0.03437	0.1664	0.0315	0.2536	0.02172	0.1893	0.0178	0.3885	0.1181	0.24	-0.04	0.2191	0.03937	0.2225	0.01605
306	3	4	3	0.3161	0.08473	0.3542	0.09157	0.007303	-0.002873	0.3121	0.09874	2.308	-0.9078	0.1932	0.06778	0.2471	0.04811	0.1825	0.03429	0.2422	0.04364	0.1958	0.04264	0.2799	0.01846	0.2205	0.01931	0.445	0.08556	0.3027	-0.06082	0.2516	0.01682	0.283	0.002629
306	3	4	3	0.3298	0.04351	0.3864	0.06952	0.005006	-0.001969	0.3279	0.08202	1.91	-0.7512	0.2135	0.07801	0.2674	0.05351	0.1981	0.04976	0.2539	0.05335	0.2168	0.05395	0.2928	0.01523	0.2419	0.02218	0.4839	0.05463	0.344	-0.08067	0.2697	-0.003912	0.3245	-0.008392
306	3	4	3	0.3271	-0.003654	0.3997	0.04813	0.003084	-0.001213	0.3247	0.06012	1.386	-0.5452	0.2254	0.08834	0.2808	0.06034	0.2064	0.06567	0.2567	0.06359	0.2302	0.06623	0.2942	0.01233	0.2548	0.02697	0.5077	0.02786	0.3647	-0.09929	0.2754	-0.02221	0.3478	-0.01644
306	3	4	3	0.3132	-0.05728	0.3986	0.02863	0.001758	-0.0006917	0.3071	0.03361	0.7646	-0.3008	0.2298	0.09912	0.2893	0.06862	0.2091	0.08217	0.2528	0.07407	0.2372	0.07975	0.2856	0.009899	0.2607	0.03371	0.519	0.006531	0.3674	-0.1163	0.2714	-0.03793	0.3544	-0.0215
306	3	4	3	0.2933	-0.1169	0.3876	0.01155	0.001096	-0.0004312	0.2801	0.003538	0.08096	-0.03185	0.2278	0.1099	0.2942	0.0776	0.2077	0.09891	0.2441	0.08396	0.2383	0.09408	0.2691	0.007808	0.2605	0.04179	0.5193	-0.009464	0.356	-0.1309	0.2606	-0.05128	0.3476	-0.02417
